,Name,Club,Wage,Attack,Handling_Passing,Physical,Defense,Mental,Goal Keeping
15168,P. Pentz,FK Austria Wien,9.0,184.0,149.0,396.0,82.0,125.0,357.0
15169,O. Tomlinson,Plymouth Argyle,1.0,267.0,178.0,435.0,216.0,122.0,43.0
15170,18 J. Vergara,AC Milan,40.0,188.0,215.0,412.0,276.0,128.0,38.0
15171,W. Hahn,Go Ahead Eagles,4.0,188.0,181.0,378.0,94.0,137.0,341.0
15172,Roberto,Real Valladolid CF,5.0,173.0,160.0,380.0,87.0,145.0,364.0
15173,11 E. van der Sar,Manchester United,0.0,136.0,129.0,373.0,109.0,0.0,422.0
15174,A. Majok,Western United FC,500.0,382.0,231.0,438.0,74.0,124.0,47.0
15175,21 P. Flottmann,Sydney FC,1.0,264.0,184.0,422.0,226.0,123.0,51.0
15176,K. Johnsson,F.C. København,13.0,168.0,191.0,358.0,81.0,143.0,363.0
15177,J. Dunne,Rochdale,800.0,261.0,191.0,443.0,200.0,111.0,53.0
15178,S. McClelland,Chelsea,6.0,318.0,185.0,374.0,223.0,115.0,46.0
15179,M. Schuhen,SV Darmstadt 98,8.0,193.0,162.0,382.0,78.0,148.0,351.0
15180,J. Gorter,Ajax,4.0,217.0,193.0,341.0,85.0,130.0,338.0
15181,21 M. Olagunju,Port Vale,1.0,277.0,135.0,447.0,215.0,124.0,65.0
15182,G. Buffon,Parma,18.0,179.0,176.0,339.0,88.0,160.0,385.0
15183,T. Freeman,Karlsruher SC,550.0,395.0,224.0,410.0,79.0,132.0,51.0
15184,09 Fábio Paim,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,125.0
15185,E. Cashin,Derby County,1.0,287.0,153.0,417.0,235.0,117.0,45.0
15186,M. Perin,Juventus,64.0,172.0,150.0,370.0,75.0,154.0,392.0
15187,20 J. van Benthem,Heracles Almelo,950.0,316.0,170.0,355.0,246.0,131.0,42.0
15188,N. Botic,Western United FC,500.0,389.0,239.0,398.0,68.0,158.0,46.0
15189,T. Loridan,USL Dunkerque,500.0,296.0,167.0,406.0,221.0,113.0,54.0
15190,21 J. Cuadrado,Atlético Nacional,1.0,203.0,177.0,360.0,81.0,143.0,339.0
15191,K. Darlow,Newcastle United,28.0,169.0,148.0,415.0,62.0,139.0,371.0
15192,P. Carlgren,Randers FC,8.0,196.0,195.0,345.0,74.0,143.0,348.0
15193,L. Škaričić,Hajduk Split,500.0,265.0,171.0,393.0,253.0,128.0,44.0
15194,I. Arslan,Galatasaray SK,5.0,301.0,158.0,394.0,232.0,119.0,52.0
15195,21 Unai Dufur,SD Eibar,3.0,270.0,177.0,406.0,232.0,121.0,46.0
15196,21 S. Ruffier,AS Saint-Étienne,28.0,168.0,143.0,386.0,79.0,153.0,390.0
15197,J. Akanyirige,San Jose Earthquakes,600.0,262.0,163.0,463.0,212.0,104.0,43.0
15198,21 C. Montgomery,Minnesota United FC,1.0,276.0,199.0,391.0,215.0,117.0,55.0
15199,21 J. Dunn,Toronto FC,650.0,266.0,168.0,424.0,230.0,120.0,49.0
15200,E. Kwelele,Dundalk FC,500.0,402.0,213.0,395.0,102.0,126.0,55.0
15201,P. Gollini,Tottenham Hotspur,48.0,193.0,128.0,362.0,68.0,152.0,404.0
15202,21 Serantes,CD Tenerife,6.0,189.0,144.0,387.0,81.0,140.0,354.0
15203,E. Room,Columbus Crew,6.0,190.0,190.0,352.0,71.0,143.0,361.0
15204,C. Ezekwem,Sportclub Verl,500.0,272.0,210.0,360.0,231.0,134.0,46.0
15205,B. Mruk,Pogoń Szczecin,750.0,275.0,153.0,430.0,220.0,115.0,54.0
15206,A. Husic,FC Lausanne-Sport,2.0,298.0,172.0,403.0,221.0,107.0,51.0
15207,Munir,Atakaş Hatayspor,9.0,204.0,155.0,362.0,88.0,132.0,358.0
15208,Héniton Pires,Flamengo,33.0,177.0,162.0,336.0,89.0,131.0,394.0
15209,M. Sportiello,Atalanta,33.0,185.0,136.0,370.0,82.0,157.0,372.0
15210,O. Denham,Cardiff City,2.0,277.0,152.0,422.0,229.0,125.0,50.0
15211,18 Júlio César,SL Benfica,9.0,130.0,170.0,389.0,88.0,155.0,380.0
15212,Liu Dianzuo,Guangzhou FC,7.0,185.0,165.0,362.0,104.0,143.0,336.0
15213,S. Viera,Junior FC,2.0,270.0,118.0,330.0,71.0,141.0,366.0
15214,C. McLaughlin,Derry City,500.0,391.0,225.0,396.0,73.0,158.0,53.0
15215,L. Fabiański,West Ham United,43.0,180.0,140.0,353.0,84.0,153.0,400.0
15216,S. Obissa,AC Ajaccio,750.0,299.0,179.0,372.0,219.0,135.0,61.0
15217,O. Baumann,TSG Hoffenheim,37.0,169.0,132.0,367.0,85.0,144.0,401.0
15218,G. Larsonneur,Stade Brestois 29,11.0,184.0,133.0,396.0,74.0,139.0,372.0
15219,21 N. Jeck,FC Erzgebirge Aue,500.0,254.0,188.0,401.0,235.0,122.0,57.0
15220,B. Foster,Watford,27.0,203.0,148.0,348.0,67.0,151.0,384.0
15221,S. Ogie,Leyton Orient,1.0,259.0,178.0,424.0,219.0,114.0,50.0
15222,19 Isaac Becerra,Gimnàstic de Tarragona,4.0,172.0,137.0,420.0,95.0,129.0,332.0
15223,C. Schoissengeyr,FK Austria Wien,5.0,277.0,201.0,349.0,254.0,126.0,43.0
15224,J. Huth,SC Paderborn 07,7.0,189.0,151.0,382.0,78.0,129.0,350.0
15225,Lucas Mantela,Palmeiras,18.0,188.0,157.0,359.0,73.0,135.0,379.0
15226,S. Ilic,SC Freiburg II,500.0,255.0,174.0,429.0,228.0,119.0,41.0
15227,J. Alnwick,St. Mirren,3.0,218.0,151.0,368.0,100.0,121.0,336.0
15228,K. Berkoe,Salford City,1.0,256.0,182.0,434.0,205.0,131.0,44.0
15229,O. Vlachodimos,SL Benfica,14.0,168.0,133.0,372.0,81.0,152.0,391.0
15230,A. Hansen,Rosenborg BK,6.0,162.0,191.0,343.0,84.0,148.0,367.0
15231,Dani Jiménez,AD Alcorcón,5.0,191.0,143.0,403.0,81.0,131.0,340.0
15232,A. Ramsdale,Arsenal,38.0,186.0,157.0,359.0,86.0,136.0,371.0
15233,R. Austin,Wrexham AFC,500.0,257.0,190.0,428.0,210.0,117.0,41.0
15234,P. Ferry,Derry City,500.0,389.0,222.0,401.0,76.0,145.0,57.0
15235,G. Ray,Exeter City,2.0,204.0,181.0,471.0,229.0,110.0,52.0
15236,15 A. Waszkiewicz,Jagiellonia Białystok,2.0,258.0,178.0,433.0,222.0,0.0,48.0
15237,V. Mannone,AS Monaco,18.0,188.0,177.0,369.0,76.0,139.0,342.0
15238,J. Siebenhandl,SK Sturm Graz,12.0,167.0,142.0,397.0,91.0,108.0,358.0
15239,20 J. Herrera,CD Everton de Viña del Mar,1.0,220.0,144.0,357.0,87.0,146.0,351.0
15240,W. Forrester,Mansfield Town,3.0,270.0,174.0,405.0,227.0,133.0,42.0
15241,I. Bakare,Cardiff City,2.0,262.0,154.0,444.0,213.0,111.0,60.0
15242,19 O. Pérez,Pachuca,8.0,167.0,128.0,447.0,61.0,146.0,346.0
15243,H. Baker,Scunthorpe United,600.0,268.0,185.0,399.0,205.0,126.0,56.0
15244,R. Gallagher,Finn Harps,500.0,316.0,230.0,383.0,139.0,141.0,52.0
15245,G. Ochoa,Club América,27.0,173.0,149.0,369.0,64.0,152.0,389.0
15246,D. Subašić,Hajduk Split,550.0,203.0,132.0,368.0,78.0,154.0,370.0
15247,N. Datković,FC Flyeralarm Admira,3.0,218.0,200.0,388.0,265.0,135.0,45.0
15248,M. Bruns,1. FC Union Berlin,500.0,262.0,191.0,394.0,229.0,115.0,46.0
15249,Oier,RCD Espanyol de Barcelona,12.0,197.0,157.0,355.0,82.0,137.0,365.0
15250,B. Ganesan,Chennaiyin FC,500.0,287.0,178.0,426.0,182.0,125.0,50.0
15251,M. Hinnenkamp,SV Meppen,500.0,245.0,182.0,442.0,209.0,106.0,62.0
15252,B. Blythe,Doncaster Rovers,900.0,248.0,179.0,423.0,215.0,124.0,56.0
15253,David Alba,CD Leganés,2.0,271.0,202.0,339.0,261.0,123.0,44.0
15254,N. Canavan,Bradford City,4.0,213.0,194.0,399.0,245.0,136.0,47.0
15255,21 Rubén,CA Osasuna,13.0,188.0,147.0,378.0,76.0,139.0,367.0
15256,I. Arboleda,Rayo Vallecano,11.0,203.0,114.0,396.0,75.0,134.0,356.0
15257,M. Bizot,Stade Brestois 29,15.0,201.0,152.0,345.0,82.0,135.0,372.0
15258,José Oliveira,FC Paços de Ferreira,550.0,191.0,204.0,382.0,83.0,154.0,287.0
15259,C. Riedel,SV Darmstadt 98,500.0,276.0,169.0,394.0,228.0,115.0,57.0
15260,G. Alcalá,Club Tijuana,15.0,188.0,115.0,423.0,64.0,126.0,358.0
15261,F. Gomes,FC Goa,500.0,353.0,235.0,383.0,119.0,134.0,54.0
15262,Y. Bounou,Sevilla FC,29.0,187.0,175.0,307.0,70.0,147.0,402.0
15263,M. Cahill,Central Coast Mariners,500.0,414.0,218.0,381.0,70.0,149.0,52.0
15264,I. Fray,Inter Miami CF,500.0,244.0,186.0,437.0,209.0,110.0,57.0
15265,M. Crépeau,Vancouver Whitecaps FC,6.0,189.0,171.0,357.0,88.0,128.0,358.0
15266,S. Scuffet,APOEL Nicosia FC,650.0,199.0,131.0,380.0,95.0,141.0,350.0
15267,D. Henderson,Manchester United,70.0,145.0,175.0,373.0,59.0,143.0,396.0
15268,J. Lewis,Aberdeen,3.0,176.0,146.0,403.0,82.0,141.0,342.0
15269,V. Hladký,Ipswich Town,3.0,200.0,166.0,371.0,90.0,141.0,324.0
15270,Edgar Badia,Elche CF,20.0,193.0,139.0,329.0,91.0,140.0,388.0
15271,L. García,SD Ponferradina,3.0,206.0,148.0,383.0,84.0,119.0,339.0
15272,B. Peacock-Farrell,Sheffield Wednesday,15.0,184.0,151.0,373.0,84.0,127.0,359.0
15273,Jo Jin Woo,Daegu FC,950.0,311.0,142.0,366.0,239.0,121.0,56.0
15274,Z. Bello,Melbourne Victory,500.0,259.0,187.0,436.0,195.0,133.0,40.0
15275,L. Cárdenas,CF Monterrey ,18.0,197.0,199.0,318.0,84.0,126.0,347.0
15276,R. Bürki,Borussia Dortmund,46.0,157.0,146.0,381.0,82.0,146.0,383.0
15277,Kwon Seong Yoon,FC Seoul,750.0,386.0,225.0,385.0,109.0,131.0,32.0
15278,18 J. Barrigan,Wigan Athletic,2.0,390.0,208.0,414.0,66.0,147.0,51.0
15279,M. Stickland,Reading,500.0,275.0,180.0,408.0,223.0,116.0,40.0
15280,C. Panter,Dundee FC,1.0,274.0,161.0,409.0,218.0,109.0,59.0
15281,A. McCarthy,Southampton,34.0,190.0,152.0,358.0,82.0,148.0,364.0
15282,07 Silva,Suwon Samsung Bluewings,0.0,0.0,0.0,0.0,0.0,0.0,94.0
15283,Wang Zhen'ao,Dalian Professional Football Club,2.0,381.0,216.0,360.0,133.0,120.0,55.0
15284,C. Taylor,West Bromwich Albion,2.0,278.0,183.0,400.0,215.0,121.0,42.0
15285,J. Rinne,Aalborg BK,10.0,190.0,193.0,321.0,72.0,149.0,364.0
15286,T. Krul,Norwich City,27.0,196.0,151.0,339.0,86.0,132.0,379.0
15287,21 A. Lindegaard,Helsingborgs IF,700.0,212.0,145.0,368.0,84.0,135.0,333.0
15288,L. Daniels,Middlesbrough,9.0,192.0,147.0,382.0,79.0,137.0,339.0
15289,Adrián,Liverpool,53.0,199.0,123.0,361.0,96.0,142.0,364.0
15290,L. García,Deportivo Toluca,10.0,192.0,159.0,368.0,83.0,127.0,349.0
15291,I. Akinfeev,PFC CSKA Moscow,26.0,174.0,141.0,368.0,67.0,149.0,393.0
15292,S. Sirigu,Genoa,20.0,158.0,139.0,367.0,78.0,150.0,399.0
15293,S. Johnstone,West Bromwich Albion,35.0,204.0,144.0,338.0,78.0,111.0,378.0
15294,Yan Junling,Shanghai Port FC,14.0,185.0,171.0,364.0,67.0,149.0,357.0
15295,L. Karius,Liverpool,61.0,177.0,168.0,377.0,58.0,140.0,374.0
15296,A. Gomis,Stade Rennais FC,30.0,168.0,169.0,364.0,61.0,146.0,373.0
15297,Matheus,SC Braga,15.0,170.0,149.0,350.0,80.0,133.0,390.0
15298,21 K. Westwood,Sheffield Wednesday,6.0,190.0,137.0,369.0,99.0,144.0,349.0
15299,21 A. Domínguez,Vélez Sarsfield,9.0,190.0,191.0,293.0,98.0,151.0,360.0
15300,D. Barnes,Queens Park Rangers,2.0,202.0,181.0,378.0,91.0,111.0,301.0
15301,C. Finch,Universidad Católica,1.0,245.0,178.0,413.0,229.0,105.0,57.0
15302,21 M. El Shenawy,0,0.0,194.0,129.0,363.0,90.0,122.0,356.0
15303,21 Denis,Gil Vicente FC,6.0,179.0,157.0,388.0,70.0,96.0,355.0
15304,K. Trapp,Eintracht Frankfurt,31.0,164.0,117.0,369.0,76.0,156.0,405.0
15305,B. Sass-Davies,Crewe Alexandra,1.0,260.0,180.0,414.0,211.0,117.0,51.0
15306,D. Bouzanis,Sutton United,2.0,158.0,189.0,397.0,97.0,123.0,309.0
15307,Joel Sousa,CD Tondela,650.0,151.0,160.0,417.0,109.0,153.0,287.0
15308,20 Gomes,Watford,26.0,181.0,141.0,367.0,89.0,141.0,360.0
15309,S. Bolat,KAA Gent,14.0,194.0,165.0,344.0,73.0,150.0,364.0
15310,L. Acosta,Club Atlético Lanús,5.0,189.0,102.0,436.0,90.0,103.0,336.0
15311,A. Gunn,Norwich City,17.0,191.0,171.0,340.0,80.0,130.0,355.0
15312,21 B. Cortés,0,0.0,193.0,141.0,359.0,100.0,145.0,342.0
15313,S. Frei,Seattle Sounders FC,4.0,165.0,162.0,365.0,91.0,133.0,361.0
15314,C. Tătărușanu,AC Milan,18.0,160.0,154.0,358.0,86.0,131.0,381.0
15315,T. Melia,Sporting Kansas City,4.0,192.0,184.0,316.0,85.0,138.0,361.0
15316,A. Lunev,Bayer 04 Leverkusen,39.0,172.0,152.0,355.0,78.0,156.0,376.0
15317,L. Grant,Manchester United,11.0,192.0,178.0,345.0,100.0,128.0,328.0
15318,J. Carragher,Wigan Athletic,500.0,265.0,163.0,416.0,207.0,125.0,56.0
15319,M. Silvestri,Udinese Calcio,16.0,170.0,129.0,386.0,76.0,128.0,384.0
15320,K. Sow,FC Lausanne-Sport,600.0,300.0,161.0,400.0,207.0,103.0,49.0
15321,S. Rossbach,Odds BK,2.0,182.0,152.0,382.0,83.0,125.0,344.0
15322,J. Madelin,AFC Wimbledon,650.0,267.0,170.0,421.0,202.0,111.0,51.0
15323,S. Johnson,New York City FC,6.0,177.0,163.0,359.0,78.0,136.0,356.0
15324,20 A. Al Habsi,West Bromwich Albion,8.0,167.0,167.0,374.0,84.0,141.0,333.0
15325,J. Prior,FC Cartagena,5.0,175.0,166.0,358.0,92.0,138.0,355.0
15326,P. Gallese,Orlando City Soccer Club,6.0,194.0,155.0,322.0,85.0,147.0,362.0
15327,J. van der Meer,SC Cambuur,700.0,264.0,152.0,395.0,253.0,105.0,47.0
15328,19 D. Dumont,GFC Ajaccio,500.0,266.0,149.0,432.0,215.0,125.0,47.0
15329,J. Rodríguez,Club Deportivo Guadalajara,19.0,149.0,161.0,418.0,69.0,130.0,341.0
15330,Manolo Reina,RCD Mallorca,10.0,169.0,127.0,403.0,81.0,131.0,356.0
15331,P. Jensen,AZ Alkmaar,4.0,184.0,206.0,302.0,93.0,139.0,345.0
15332,T. Kristensen,Aarhus GF,1.0,241.0,176.0,413.0,222.0,126.0,53.0
15333,F. Ondoa,Deportivo Alavés,5.0,181.0,154.0,414.0,65.0,97.0,330.0
15334,A. Bass,Portsmouth,2.0,182.0,145.0,393.0,105.0,116.0,324.0
15335,19 Javi Varas,SD Huesca,7.0,165.0,117.0,433.0,71.0,131.0,347.0
15336,J. Woodiwiss,Newport County,550.0,242.0,152.0,462.0,204.0,115.0,45.0
15337,N. Slonina,Chicago Fire Football Club,900.0,260.0,195.0,393.0,212.0,118.0,43.0
15338,21 S. Woods,Plymouth Argyle,5.0,267.0,185.0,350.0,246.0,137.0,44.0
15339,21 D. Bouah,Roma,700.0,270.0,171.0,403.0,194.0,137.0,54.0
15340,A. Lafont,FC Nantes,18.0,143.0,163.0,389.0,63.0,132.0,381.0
15341,J. Cooper,Rotherham United,900.0,272.0,171.0,400.0,208.0,121.0,53.0
15342,W. Yarbrough,Colorado Rapids,3.0,175.0,158.0,385.0,70.0,131.0,335.0
15343,17 Victor Valdés,Middlesbrough,40.0,131.0,143.0,380.0,79.0,157.0,401.0
15344,J. Bijlow,Feyenoord,8.0,145.0,167.0,371.0,58.0,141.0,387.0
15345,M. Sels,RC Strasbourg Alsace,20.0,195.0,171.0,305.0,75.0,154.0,378.0
15346,Herrerín,Al Raed,15.0,184.0,116.0,362.0,88.0,146.0,376.0
15347,Robert Sanchéz,Brighton & Hove Albion,31.0,165.0,204.0,331.0,63.0,133.0,371.0
15348,S. Dioudis,Panathinaikos FC,700.0,196.0,120.0,377.0,70.0,135.0,371.0
15349,W. Foderingham,Sheffield United,12.0,184.0,171.0,353.0,80.0,132.0,350.0
15350,P. Pentke,TSG Hoffenheim,13.0,208.0,152.0,327.0,88.0,145.0,359.0
15351,07 P. Sarr,Stade Brestois 29,0.0,0.0,0.0,0.0,0.0,0.0,108.0
15352,21 Gu Chao,Jiangsu FC,5.0,176.0,140.0,396.0,83.0,139.0,326.0
15353,J. Hart,Celtic,32.0,186.0,154.0,339.0,88.0,142.0,361.0
15354,M. Hitz,Borussia Dortmund,39.0,208.0,117.0,342.0,77.0,125.0,390.0
15355,A. Oukidja,FC Metz,17.0,182.0,111.0,380.0,82.0,136.0,382.0
15356,A. Al Mayoof,Al Hilal,11.0,205.0,189.0,301.0,79.0,137.0,343.0
15357,I. Pettersson,Toulouse Football Club,3.0,151.0,224.0,322.0,74.0,136.0,351.0
15358,20 M. Casey,Portsmouth,1.0,263.0,185.0,379.0,208.0,110.0,63.0
15359,A. Emakhu,Shamrock Rovers,500.0,374.0,201.0,423.0,74.0,149.0,43.0
15360,A. Hansen,Aalborg BK,3.0,191.0,178.0,366.0,75.0,95.0,327.0
15361,José Sá,Wolverhampton Wanderers,65.0,173.0,129.0,368.0,72.0,125.0,378.0
15362,B. Drągowski,Fiorentina,30.0,180.0,167.0,322.0,72.0,152.0,379.0
15363,A. Aguilar,Club Olimpia,750.0,180.0,139.0,372.0,81.0,120.0,357.0
15364,20 L. Steele,Millwall,11.0,200.0,127.0,387.0,89.0,137.0,328.0
15365,Bracali,Boavista FC,5.0,164.0,162.0,382.0,81.0,126.0,342.0
15366,B. Margetson,Swansea City,3.0,280.0,150.0,403.0,221.0,116.0,54.0
15367,T. Kaminski,Blackburn Rovers,27.0,178.0,161.0,351.0,74.0,134.0,357.0
15368,S. Kritsyuk,Gil Vicente FC,10.0,183.0,123.0,346.0,82.0,115.0,384.0
15369,21 C. Bargary,Cork City,500.0,351.0,229.0,402.0,103.0,126.0,38.0
15370,A. Cragno,Cagliari,32.0,178.0,132.0,330.0,75.0,149.0,399.0
15371,21 A. Kovácsik,0,0.0,183.0,126.0,391.0,96.0,127.0,340.0
15372,Simão Donatinho,Sport Club Corinthians Paulista,19.0,176.0,135.0,354.0,80.0,142.0,373.0
15373,K. Nordfeldt,AIK,6.0,155.0,139.0,388.0,75.0,140.0,360.0
15374,S. Shotton,West Bromwich Albion,4.0,249.0,185.0,396.0,205.0,130.0,55.0
15375,21 A. Hajdari,FC Basel 1893,500.0,286.0,139.0,403.0,222.0,115.0,46.0
15376,Riesgo,CD Leganés,4.0,182.0,135.0,380.0,80.0,128.0,353.0
15377,N. Etheridge,Birmingham City,12.0,182.0,153.0,373.0,67.0,149.0,347.0
15378,D. Bentley,Bristol City,21.0,163.0,163.0,357.0,70.0,139.0,356.0
15379,17 S. Given,Stoke City,20.0,190.0,139.0,341.0,93.0,154.0,359.0
15380,C. MacGillivray,Charlton Athletic,3.0,187.0,172.0,358.0,74.0,123.0,338.0
15381,J. Musso,Atalanta,44.0,190.0,139.0,315.0,75.0,157.0,401.0
15382,A. Smithies,Cardiff City,16.0,162.0,139.0,380.0,90.0,143.0,351.0
15383,M. Rosenfelder,SC Freiburg II,500.0,237.0,168.0,405.0,232.0,112.0,49.0
15384,P. Kieszek,Wisła Kraków,4.0,163.0,148.0,366.0,87.0,127.0,358.0
15385,J. Abankwah,St. Patrick's Athletic,500.0,251.0,164.0,434.0,192.0,123.0,55.0
15386,20 T. Howard,Colorado Rapids,2.0,183.0,164.0,345.0,77.0,133.0,355.0
15387,21 G. Gazzaniga,SD Ponferradina,2.0,180.0,175.0,387.0,67.0,103.0,320.0
15388,Fernando,Unión Deportiva Almería,8.0,193.0,135.0,358.0,76.0,133.0,355.0
15389,15 S. Studer,Mansfield Town,2.0,229.0,141.0,361.0,106.0,0.0,281.0
15390,A. Begović,Everton,47.0,196.0,132.0,334.0,86.0,139.0,373.0
15391,D. Bertaud,Montpellier Hérault SC,11.0,187.0,121.0,375.0,93.0,127.0,351.0
15392,21 A. Mirante,Roma,24.0,172.0,162.0,337.0,73.0,156.0,379.0
15393,R. Nyakossi,Servette FC,500.0,288.0,153.0,406.0,204.0,104.0,53.0
15394,Rubén Blanco,RC Celta de Vigo,15.0,193.0,128.0,356.0,66.0,134.0,374.0
15395,H. González,Fútbol Club Juárez,23.0,203.0,154.0,339.0,73.0,131.0,356.0
15396,A. Aguerre,Newell's Old Boys,10.0,186.0,142.0,361.0,73.0,133.0,359.0
15397,J. Attinella,Portland Timbers,2.0,211.0,152.0,338.0,97.0,124.0,330.0
15398,Aarón,Granada CF,9.0,208.0,138.0,335.0,83.0,123.0,343.0
15399,21 W. Caballero,Chelsea,30.0,175.0,170.0,344.0,72.0,133.0,367.0
15400,J. Blaswich,Heracles Almelo,5.0,199.0,163.0,327.0,86.0,132.0,355.0
15401,J. Butez,Royal Antwerp FC,11.0,183.0,172.0,338.0,63.0,116.0,360.0
15402,A. Pyatov,Shakhtar Donetsk,500.0,160.0,139.0,370.0,77.0,137.0,375.0
15403,A. Paulsen,Wellington Phoenix,500.0,214.0,195.0,362.0,69.0,124.0,284.0
15404,Guilherme,FC Lokomotiv Moscow,22.0,164.0,164.0,318.0,90.0,152.0,381.0
15405,21 Y. Cardinale,OGC Nice,10.0,196.0,174.0,343.0,82.0,124.0,342.0
15406,D. Elerewe,Charlton Athletic,500.0,252.0,195.0,381.0,211.0,102.0,57.0
15407,Sergio Rico,Paris Saint-Germain,49.0,195.0,135.0,340.0,66.0,138.0,382.0
15408,20 M. Barbosa,Villarreal CF,21.0,164.0,146.0,348.0,85.0,143.0,373.0
15409,21 R. Williams,0,0.0,186.0,132.0,368.0,95.0,98.0,333.0
15410,R. Rey,Gimnasia y Esgrima La Plata,11.0,185.0,138.0,351.0,86.0,139.0,361.0
15411,D. Roef,KAA Gent,11.0,170.0,178.0,361.0,69.0,122.0,350.0
15412,O. Nyland,AFC Bournemouth,16.0,172.0,153.0,368.0,70.0,118.0,359.0
15413,M. Gersbeck,Karlsruher SC,9.0,182.0,166.0,332.0,90.0,138.0,347.0
15414,20 C. Kameni,0,0.0,162.0,122.0,392.0,81.0,124.0,364.0
15415,T. Strakosha,Lazio,48.0,181.0,126.0,324.0,74.0,157.0,394.0
15416,21 M. Ahmadi,Falkenbergs FF,500.0,265.0,162.0,407.0,204.0,121.0,54.0
15417,F. Marchetti,Genoa,4.0,162.0,147.0,394.0,84.0,151.0,332.0
15418,21 Beto,SC Farense,3.0,192.0,147.0,344.0,70.0,150.0,362.0
15419,19 V. Demirel,Fenerbahçe SK,20.0,137.0,183.0,328.0,95.0,133.0,366.0
15420,20 A. Kwarasey,Vålerenga Fotball,1.0,154.0,155.0,407.0,84.0,136.0,325.0
15421,A. Meret,Napoli,40.0,203.0,110.0,336.0,77.0,161.0,384.0
15422,T. Carson,Dundee United,2.0,179.0,136.0,397.0,77.0,130.0,330.0
15423,Rui Silva,Real Betis Balompié,24.0,206.0,143.0,274.0,75.0,140.0,400.0
15424,A. Shunin,0,0.0,171.0,139.0,342.0,89.0,126.0,373.0
15425,T. Horn,1. FC Köln,21.0,170.0,146.0,339.0,88.0,119.0,362.0
15426,S. Lung,Yukatel Kayserispor,9.0,179.0,160.0,341.0,85.0,146.0,356.0
15427,19 M. Leahy,St. Patrick's Athletic,500.0,240.0,180.0,380.0,223.0,134.0,56.0
15428,E. Bologna,River Plate,6.0,181.0,153.0,345.0,81.0,150.0,355.0
15429,J. Gubbins,Queens Park Rangers,1.0,267.0,181.0,375.0,212.0,110.0,52.0
15430,R. Zentner,1. FSV Mainz 05,16.0,180.0,110.0,373.0,86.0,115.0,359.0
15431,F. Öztürk,Galatasaray SK,15.0,171.0,124.0,377.0,110.0,125.0,338.0
15432,D. Boyko,Dynamo Kyiv,650.0,162.0,150.0,368.0,73.0,145.0,358.0
15433,21 Rubén Miño,UD Logroñés,2.0,191.0,132.0,394.0,71.0,103.0,332.0
15434,L. Rudden,Finn Harps,500.0,360.0,198.0,421.0,73.0,142.0,53.0
15435,Bruno Varela,Vitória de Guimarães,6.0,186.0,152.0,350.0,72.0,114.0,353.0
15436,Yoel,SD Eibar,8.0,195.0,138.0,334.0,80.0,143.0,357.0
15437,A. Saldívar,Deportivo Toluca,7.0,159.0,151.0,381.0,76.0,134.0,336.0
15438,21 M. Goicoechea,Toulouse Football Club,3.0,205.0,108.0,351.0,108.0,145.0,340.0
15439,A. Selikhov,Spartak Moskva,26.0,182.0,170.0,320.0,82.0,137.0,360.0
15440,21 J. Serendero,0,0.0,143.0,135.0,333.0,87.0,172.0,393.0
15441,M. Männel,FC Erzgebirge Aue,7.0,186.0,166.0,349.0,62.0,120.0,357.0
15442,21 Sergio,RC Celta de Vigo,14.0,173.0,148.0,344.0,74.0,145.0,362.0
15443,S. Kapino,DSC Arminia Bielefeld,15.0,183.0,141.0,365.0,62.0,129.0,358.0
15444,C. Trueman,Birmingham City,4.0,192.0,174.0,325.0,98.0,101.0,321.0
15445,D. Bachmann,Watford,20.0,194.0,153.0,339.0,79.0,138.0,340.0
15446,A. Consigli,U.S. Sassuolo Calcio,32.0,173.0,137.0,341.0,62.0,148.0,398.0
15447,D. Azcona,Club River Plate Asunción,500.0,202.0,140.0,354.0,78.0,109.0,334.0
15448,21 Moyá,Real Sociedad,14.0,161.0,171.0,332.0,61.0,144.0,382.0
15449,V. Babacan,İstanbul Başakşehir FK,16.0,159.0,139.0,361.0,93.0,139.0,355.0
15450,J. Bond,LA Galaxy,3.0,156.0,156.0,380.0,91.0,144.0,332.0
15451,R. Boffin,Antalyaspor,9.0,180.0,107.0,381.0,83.0,136.0,353.0
15452,K. Lamprou,PEC Zwolle,7.0,186.0,165.0,344.0,61.0,135.0,358.0
15453,16 Weverton,Club Athletico Paranaense,60.0,146.0,161.0,339.0,76.0,0.0,384.0
15454,21 N. Navarro,Arsenal de Sarandí,3.0,195.0,150.0,335.0,80.0,139.0,340.0
15455,R. Colvin,Bolton Wanderers,500.0,249.0,165.0,420.0,200.0,106.0,50.0
15456,Samuel Portugal,Portimonense SC,5.0,195.0,165.0,335.0,67.0,128.0,355.0
15457,L. Macari,Stoke City,2.0,276.0,141.0,401.0,209.0,114.0,49.0
15458,K. Swaleh,FK Bodø/Glimt,500.0,367.0,223.0,384.0,81.0,123.0,52.0
15459,K. Hayde,Tranmere Rovers,800.0,247.0,152.0,436.0,193.0,104.0,57.0
15460,M. Esser,VfL Bochum 1848,13.0,175.0,154.0,324.0,101.0,129.0,354.0
15461,J. Ledesma,Cádiz CF,24.0,188.0,123.0,351.0,68.0,126.0,376.0
15462,David Gil,Cádiz CF,8.0,212.0,138.0,348.0,81.0,113.0,337.0
